insurance_10000_14 | 11.548 | 1.600 | 13.148
insurance_10000_15 | 10.365 | 1.058 | 11.423
insurance_10000_16 | 10.355 | 1.107 | 11.462
insurance_10000_17 | 9.508 | 1.231 | 10.739
insurance_10000_18 | 13.526 | 1.177 | 14.703
insurance_10000_19 | 16.553 | 1.080 | 17.633
insurance_10000_20 | 10.798 | 1.181 | 11.979
alarm_100_1 | 1.588 | 2.337 | 3.925
alarm_100_2 | 1.043 | 2.401 | 3.444
alarm_100_3 | 1.364 | 2.161 | 3.525
alarm_100_4 | 1.830 | 2.556 | 4.386
alarm_100_5 | 2.455 | 2.628 | 5.083
alarm_100_6 | 1.354 | 2.006 | 3.36
alarm_100_7 | 1.338 | 2.512 | 3.85
alarm_100_8 | 1.550 | 2.101 | 3.651
alarm_100_10 | 1.485 | 1.848 | 3.333
alarm_100_10 | 1.480 | 1.889 | 3.369
alarm_100_11 | 1.400 | 2.502 | 3.902
alarm_100_12 | 4.539 | 4.179 | 8.718
alarm_100_13 | 2.249 | 3.974 | 6.223
alarm_100_14 | 1.573 | 2.336 | 3.909
alarm_100_15 | 2.150 | 2.516 | 4.666
alarm_100_16 | 1.649 | 2.686 | 4.335
alarm_100_17 | 0.953 | 2.060 | 3.013
alarm_100_18 | 1.802 | 2.465 | 4.267
alarm_100_19 | 4.548 | 4.577 | 9.125
alarm_100_20 | 3.550 | 4.199 | 7.749
alarm_1000_1 | 1.807 | 0.951 | 2.758
alarm_1000_2 | 2.143 | 1.133 | 3.276
alarm_1000_3 | 1.887 | 1.164 | 3.051
alarm_1000_4 | 1.790 | 1.078 | 2.868
alarm_1000_5 | 1.702 | 1.001 | 2.703
alarm_1000_6 | 2.069 | 0.963 | 3.032
alarm_1000_7 | 2.096 | 1.121 | 3.217
alarm_1000_8 | 2.929 | 1.529 | 4.458
alarm_1000_9 | 3.387 | 1.253 | 4.64
alarm_1000_10 | 2.262 | 0.969 | 3.231
alarm_1000_11 | 2.122 | 1.142 | 3.264
alarm_1000_12 | 2.006 | 0.951 | 2.957
alarm_1000_13 | 3.863 | 1.644 | 5.507
alarm_1000_14 | 6.784 | 1.229 | 8.013
alarm_1000_15 | 1.661 | 1.141 | 2.802
alarm_1000_16 | 1.349 | 1.101 | 2.45
alarm_1000_17 | 5.598 | 0.977 | 6.575
alarm_1000_18 | 11.928 | 1.312 | 13.24
alarm_1000_19 | 5.199 | 1.993 | 7.192
alarm_1000_20 | 1.553 | 1.066 | 2.619
alarm_10000_1 | 27.767 | 1.958 | 29.725
alarm_10000_2 | 21.822 | 1.672 | 23.494
alarm_10000_3 | 27.929 | 1.949 | 29.878
alarm_10000_4 | 29.206 | 1.659 | 30.865
alarm_10000_5 | 27.290 | 2.510 | 29.8
alarm_10000_6 | 32.891 | 2.080 | 34.971
alarm_10000_7 | 26.877 | 1.488 | 28.365
alarm_10000_8 | 20.983 | 1.399 | 22.382
alarm_10000_9 | 18.497 | 1.344 | 19.841
alarm_10000_10 | 20.699 | 1.578 | 22.277
alarm_10000_11 | 25.302 | 1.443 | 26.745
alarm_10000_12 | 30.534 | 1.320 | 31.854
alarm_10000_13 | 23.435 | 1.406 | 24.841
alarm_10000_14 | 25.884 | 1.386 | 27.27
alarm_10000_15 | 29.259 | 1.651 | 30.91
alarm_10000_16 | 20.076 | 1.36 | 21.436
alarm_10000_17 | 21.764 | 1.595 | 23.359
alarm_10000_18 | 29.065 | 1.584 | 30.649
alarm_10000_19 | 25.377 | 1.464 | 26.841
alarm_10000_20 | 24.554 | 1.735 | 26.289
hepar2_100_1 | 9.960 | 8.891 | 18.851
hepar2_100_2 | 12.108 | 9.219 | 21.327
hepar2_100_3 | 10.130 | 8.422 | 18.552
hepar2_100_4 | 9.899 | 8.201 | 18.1
hepar2_100_5 | 13.715 | 11.006 | 24.721
hepar2_100_6 | 13.885 | 10.186 | 24.071
hepar2_100_7 | 23.808 | 17.259 | 41.067
hepar2_100_8 | 18.780 | 19.137 | 37.917
hepar2_100_9 | 22.576 | 18.606 | 41.182
hepar2_100_10 | 21.473 | 20.368 | 41.841
hepar2_100_11 | 11.553 | 7.926 | 19.479
hepar2_100_12 | 18.768 | 13.426 | 32.194
hepar2_100_13 | 14.702 | 8.496 | 23.198
hepar2_100_14 | 13.950 | 12.404 | 26.354
hepar2_100_15 | 8.637 | 11.436 | 20.073
hepar2_100_16 | 15.039 | 7.424 | 22.463
hepar2_100_17 | 15.859 | 10.065 | 25.924
hepar2_100_18 | 10.655 | 8.014 | 18.669
hepar2_100_19 | 15.812 | 9.269 | 25.081
hepar2_100_20 | 9.040 | 8.096 | 17.136
hepar2_1000_1 | 624.941 | 3.390 | 628.331
hepar2_1000_2 | 1467.652 | 3.070 | 1470.722
hepar2_1000_3 | 527.188 | 4.178 | 531.366
hepar2_1000_4 | 3065.099 | 3.572 | 3068.671
hepar2_1000_5 | 3650.082 | 3.211 | 3653.293
hepar2_1000_6 | 4154.073 | 3.958 | 4158.031
hepar2_1000_7 | 301.882 | 3.446 | 305.328
hepar2_1000_8 | 1139.575 | 5.400 | 1144.975
hepar2_1000_9 | 1972.190 | 4.142 | 1976.332
hepar2_1000_10 | 627.733 | 5.471 | 633.204
hepar2_1000_11 | 5895.510 | 3.359 | 5898.869
hepar2_1000_12 | 889.353 | 4.989 | 894.342
hepar2_1000_13 | 230.372 | 3.243 | 233.615
hepar2_1000_14 | 870.092 | 2.899 | 872.991
hepar2_1000_15 | 663.183 | 3.424 | 666.607
hepar2_1000_16 | 775.532 | 3.782 | 779.314
hepar2_1000_17 | 1575.900 | 4.549 | 1580.449
hepar2_1000_18 | 1112.122 | 5.072 | 1117.194
hepar2_1000_19 | 1133.515 | 5.773 | 1139.288
hepar2_1000_20 | 14.919 | 2.188 | 17.107
hepar2_10000_1 | 225.041 | 5.164 | 230.205
hepar2_10000_2 | 286.840 | 5.428 | 292.268
hepar2_10000_3 | 264.875 | 5.102 | 269.977
hepar2_10000_4 | 168.614 | 5.553 | 174.167
hepar2_10000_5 | 206.113 | 6.020 | 212.133
hepar2_10000_6 | 260.075 | 4.984 | 265.059
hepar2_10000_7 | 179.196 | 5.228 | 184.424
hepar2_10000_8 | 136.277 | 5.417 | 141.694
hepar2_10000_9 | 141.339 | 5.246 | 146.585
hepar2_10000_10 | 269.884 | 5.421 | 275.305
hepar2_10000_11 | 153.020 | 5.282 | 158.302
hepar2_10000_12 | 248.110 | 4.568 | 252.678
hepar2_10000_13 | 244.839 | 5.164 | 250.003
hepar2_10000_14 | 285.029 | 5.705 | 290.734
hepar2_10000_15 | 203.054 | 4.177 | 207.231
hepar2_10000_16 | 160.967 | 5.015 | 165.982
hepar2_10000_17 | 200.837 | 5.404 | 206.241
hepar2_10000_18 | 244.994 | 4.699 | 249.693
hepar2_10000_19 | 118.914 | 4.341 | 123.255
hepar2_10000_20 | 273.351 | 4.774 | 278.125
andes_100_1 | 796.415 | 314.168 | 1110.583
andes_100_2 | 730.474 | 285.972 | 1016.446
andes_100_3 | 1044.609 | 242.153 | 1286.762
andes_100_4 | 735.928 | 281.955 | 1017.883
andes_100_5 | 684.714 | 291.397 | 976.111
andes_100_6 | 656.221 | 240.103 | 896.324
andes_100_7 | 591.680 | 284.848 | 876.528
andes_100_8 | 683.457 | 424.758 | 1108.215
andes_100_9 | 903.696 | 278.194 | 1181.89
andes_100_10 | 839.985 | 328.050 | 1168.035
andes_100_11 | 1302.914 | 358.115 | 1661.029
andes_100_12 | 1054.899 | 213.881 | 1268.78
andes_100_13 | 1244.733 | 400.022 | 1644.755
andes_100_14 | 1984.449 | 253.213 | 2237.662
andes_100_15 | 775.361 | 242.399 | 1017.76
andes_100_16 | 613.198 | 291.215 | 904.413
andes_100_17 | 1566.443 | 221.334 | 1787.777
andes_100_18 | 1119.322 | 285.949 | 1405.271
andes_100_19 | 1028.938 | 253.633 | 1282.571
andes_100_20 | 528.325 | 273.812 | 802.137
andes_1000_1 | 3999.705 | 181.596 | 4181.301
andes_1000_2 | 790.130 | 196.438 | 986.568
andes_1000_3 | 3517.347 | 223.451 | 3740.798
andes_1000_4 | 4809.752 | 198.872 | 5008.624
andes_1000_5 | 1062.736 | 185.636 | 1248.372
andes_1000_6 | 4344.158 | 165.061 | 4509.219
andes_1000_7 | 1844.222 | 207.581 | 2051.803
andes_1000_8 | 2240.460 | 181.836 | 2422.296
andes_1000_9 | 2876.301 | 242.042 | 3118.343
andes_1000_10 | 10085.601 | 185.871 | 10271.472
andes_1000_11 | 1623.259 | 192.896 | 1816.155
andes_1000_12 | 37387.810 | 160.519 | 37548.329
andes_1000_13 | 6603.366 | 175.680 | 6779.046
andes_1000_14 | 1028.144 | 193.239 | 1221.383
andes_1000_15 | 828.102 | 208.754 | 1036.856
andes_1000_16 | 1078.498 | 174.612 | 1253.11
andes_1000_17 | 1338.536 | 181.166 | 1519.702
andes_1000_19 | 1462.942 | 235.361 | 1698.303
andes_1000_20 | 14299.13 | 180.545 | 14479.675
andes_10000_1 | 241.826 | 277.366 | 519.192
andes_10000_2 | 237.398 | 264.243 | 501.641
andes_10000_3 | 244.256 | 229.314 | 473.57
andes_10000_4 | 137.114 | 244.569 | 381.683
andes_10000_5 | 255.009 | 242.235 | 497.244
andes_10000_6 | 237.165 | 237.629 | 474.794
andes_10000_7 | 132.731 | 216.510 | 349.241
andes_10000_8 | 231.821 | 265.979 | 497.8
andes_10000_9 | 239.200 | 239.216 | 478.416
andes_10000_10 | 226.419 | 252.686 | 479.105
andes_10000_11 | 236.450 | 222.829 | 459.279
andes_10000_12 | 239.040 | 241.448 | 480.488
andes_10000_13 | 241.470 | 198.936 | 440.406
andes_10000_14 | 226.756 | 221.946 | 448.702
andes_10000_15 | 121.322 | 199.569 | 320.891
andes_10000_16 | 239.893 | 216.465 | 456.358
andes_10000_17 | 235.292 | 277.424 | 512.716
andes_10000_18 | 241.194 | 266.914 | 508.108
andes_10000_19 | 224.509 | 241.861 | 466.37
andes_10000_20 | 123.993 | 210.146 | 334.139
