child_100_11 | 2.652 | 2.474 | 0.091 | 0.14
child_100_12 | 2.213 | 2.031 | 0.084 | 0.1
child_100_13 | 2.813 | 2.655 | 0.087 | 0.13
child_100_14 | 4.137 | 3.973 | 0.067 | 0.24
child_100_15 | 6.693 | 6.527 | 0.089 | 0.16
child_100_16 | 1.428 | 1.291 | 0.076 | 0.09
child_100_17 | 2.431 | 2.261 | 0.095 | 0.12
child_100_18 | 2.703 | 2.538 | 0.086 | 0.12
child_100_19 | 2.238 | 2.085 | 0.080 | 0.22
child_100_20 | 1.359 | 1.222 | 0.083 | 0.05
child_1000_1 | 2.704 | 2.538 | 0.082 | 0.21
child_1000_2 | 1.771 | 1.610 | 0.083 | 0.28
child_1000_3 | 2.649 | 2.443 | 0.089 | 0.34
child_1000_4 | 3.306 | 3.126 | 0.092 | 0.26
child_1000_5 | 3.434 | 3.255 | 0.094 | 0.39
child_1000_6 | 2.922 | 2.744 | 0.085 | 0.34
child_1000_7 | 1.719 | 1.547 | 0.083 | 0.15
child_1000_8 | 4.622 | 4.414 | 0.099 | 0.4
child_1000_9 | 1.922 | 1.754 | 0.079 | 0.23
child_1000_10 | 2.564 | 2.386 | 0.077 | 0.23
child_1000_11 | 4.098 | 3.912 | 0.086 | 0.18
child_1000_12 | 2.385 | 2.172 | 0.095 | 0.29
child_1000_13 | 2.233 | 2.056 | 0.080 | 0.22
child_1000_14 | 1.675 | 1.512 | 0.082 | 0.21
child_1000_15 | 2.451 | 2.273 | 0.097 | 0.18
child_1000_16 | 3.217 | 3.045 | 0.080 | 0.21
child_1000_17 | 2.028 | 1.866 | 0.088 | 0.27
child_1000_18 | 2.017 | 1.840 | 0.086 | 0.25
child_1000_19 | 2.312 | 2.130 | 0.083 | 0.31
child_1000_20 | 2.578 | 2.431 | 0.084 | 0.23
child_10000_1 | 17.241 | 16.358 | 0.758 | 0.71
child_10000_2 | 11.862 | 11.414 | 0.347 | 0.59
child_10000_3 | 11.364 | 10.898 | 0.353 | 0.33
child_10000_4 | 12.347 | 11.494 | 0.423 | 0.47
child_10000_5 | 12.798 | 12.284 | 0.402 | 0.66
child_10000_6 | 15.220 | 14.472 | 0.636 | 0.53
child_10000_7 | 13.011 | 12.502 | 0.382 | 0.67
child_10000_8 | 12.803 | 12.308 | 0.395 | 0.56
child_10000_9 | 9.979 | 9.570 | 0.335 | 0.32
child_10000_10 | 12.543 | 11.834 | 0.316 | 0.61
child_10000_11 | 18.208 | 17.787 | 0.328 | 0.47
child_10000_12 | 12.855 | 12.358 | 0.395 | 0.66
child_10000_13 | 10.538 | 10.063 | 0.367 | 0.35
child_10000_14 | 11.046 | 10.575 | 0.370 | 0.5
child_10000_15 | 12.812 | 12.355 | 0.324 | 0.41
child_10000_16 | 12.018 | 11.596 | 0.333 | 0.42
child_10000_17 | 15.230 | 14.620 | 0.476 | 0.65
child_10000_18 | 13.500 | 12.921 | 0.460 | 0.27
child_10000_19 | 19.828 | 18.882 | 0.798 | 1.12
child_10000_20 | 18.353 | 17.946 | 0.312 | 1.02
insurance_100_1 | 43.438 | 43.609 | 0.137 | 15.3
insurance_100_2 | 8.869 | 9.099 | 0.104 | 3.74
insurance_100_3 | 26.269 | 28.058 | 0.128 | 15.41
insurance_100_4 | 86.633 | 86.366 | 0.103 | 7.77
insurance_100_5 | 282.675 | 286.164 | 0.456 | 162.94
insurance_100_6 | 83.923 | 98.543 | 0.296 | 60.51
insurance_100_7 | 123.601 | 151.200 | 0.426 | 96.04
insurance_100_8 | 29.588 | 29.813 | 0.123 | 9.45
insurance_100_9 | 99.072 | 105.937 | 0.287 | 65.98
insurance_100_10 | 236.045 | 239.631 | 0.335 | 79.28
insurance_100_11 | 31.526 | 33.784 | 0.153 | 14.77
insurance_100_12 | 81.189 | 94.690 | 0.397 | 65.64
insurance_100_13 | 26.719 | 27.772 | 0.156 | 14.74
insurance_100_14 | 78.191 | 110.357 | 0.132 | 15.53
insurance_100_15 | 124.063 | 123.041 | 0.146 | 13.58
insurance_100_16 | 106.890 | 109.519 | 0.423 | 101.64
insurance_100_17 | 40.595 | 55.649 | 0.087 | 3.17
insurance_100_18 | 163.124 | 171.884 | 0.481 | 100.43
insurance_100_19 | 65.338 | 65.235 | 0.149 | 20.96
insurance_100_20 | 7.190 | 6.936 | 0.077 | 2.72
insurance_1000_1 | 2.798 | 2.615 | 0.099 | 1.27
insurance_1000_2 | 3.310 | 3.134 | 0.096 | 1.51
insurance_1000_3 | 8.277 | 8.426 | 0.098 | 5.86
insurance_1000_4 | 3.314 | 3.139 | 0.083 | 1.63
insurance_1000_5 | 6.273 | 6.387 | 0.107 | 4.16
insurance_1000_6 | 7.526 | 7.359 | 0.108 | 5.4
insurance_1000_7 | 6.071 | 5.910 | 0.109 | 3.38
insurance_1000_8 | 4.499 | 4.313 | 0.109 | 1.92
insurance_1000_9 | 4.191 | 4.023 | 0.083 | 2.04
insurance_1000_10 | 4.610 | 4.587 | 0.097 | 2.81
insurance_1000_11 | 4.741 | 4.827 | 0.096 | 2.89
insurance_1000_12 | 4.218 | 4.520 | 0.101 | 1.76
insurance_1000_13 | 3.367 | 3.216 | 0.093 | 1.48
insurance_1000_14 | 5.549 | 5.376 | 0.100 | 3.5
insurance_1000_15 | 4.547 | 4.367 | 0.084 | 1.74
insurance_1000_16 | 3.997 | 4.525 | 0.088 | 1.87
insurance_1000_17 | 4.230 | 4.418 | 0.089 | 2.18
insurance_1000_18 | 4.121 | 3.952 | 0.101 | 1.33
insurance_1000_19 | 5.516 | 5.325 | 0.110 | 2.69
insurance_1000_20 | 3.988 | 3.836 | 0.090 | 2.21
insurance_10000_1 | 16.588 | 16.346 | 0.109 | 1.71
insurance_10000_2 | 24.240 | 24.118 | 0.128 | 7.85
insurance_10000_3 | 16.725 | 16.997 | 0.116 | 4.75
insurance_10000_4 | 20.143 | 19.956 | 0.120 | 1.99
insurance_10000_5 | 22.618 | 22.632 | 0.110 | 2.12
insurance_10000_6 | 18.880 | 18.584 | 0.125 | 2.68
insurance_10000_7 | 14.079 | 13.889 | 0.101 | 1.35
insurance_10000_8 | 17.695 | 17.491 | 0.122 | 6.61
insurance_10000_9 | 17.073 | 16.843 | 0.125 | 2.65
insurance_10000_10 | 17.029 | 16.801 | 0.116 | 1.69
insurance_10000_11 | 16.422 | 16.202 | 0.130 | 2.49
insurance_10000_12 | 9.921 | 9.736 | 0.119 | 0.82
insurance_10000_13 | 11.762 | 11.601 | 0.119 | 1.48
insurance_10000_14 | 18.100 | 17.882 | 0.135 | 4.24
insurance_10000_15 | 13.441 | 13.232 | 0.118 | 1.21
insurance_10000_16 | 16.479 | 16.517 | 0.115 | 4.4
insurance_10000_17 | 11.787 | 11.576 | 0.099 | 1.57
insurance_10000_18 | 15.527 | 15.340 | 0.108 | 1.48
insurance_10000_19 | 22.286 | 22.029 | 0.117 | 4.83
insurance_10000_20 | 15.314 | 15.117 | 0.094 | 2.23
alarm_100_1 |  |  |  | 
alarm_100_2 |  |  |  | 
alarm_100_3 |  |  |  | 
alarm_100_4 |  |  |  | 
alarm_100_5 |  |  |  | 
alarm_100_6 |  |  |  | 
alarm_100_7 |  |  |  | 
alarm_100_8 |  |  |  | 
alarm_100_9 |  |  |  | 
alarm_100_10 |  |  |  | 
alarm_100_11 |  |  |  | 
alarm_100_12 |  |  |  | 
alarm_100_13 |  |  |  | 
alarm_100_14 |  |  |  | 
alarm_100_15 |  |  |  | 
alarm_100_16 |  |  |  | 
alarm_100_17 |  |  |  | 
alarm_100_18 |  |  |  | 
alarm_100_19 |  |  |  | 
alarm_100_20 |  |  |  | 
alarm_1000_1 | 8731.382 | 9523.945 | 36.860 | 8726.14
alarm_1000_2 | 25449.608 | 27824.822 | 94.140 | 25443.97
alarm_1000_3 | 4468.521 | 4924.449 | 21.886 | 4463.12
alarm_1000_4 | 22370.350 | 24543.586 | 92.986 | 22365.07
alarm_1000_5 | 1897.505 | 2070.899 | 7.833 | 1892.53
alarm_1000_6 | 9780.876 | 10521.515 | 33.848 | 9764.02
alarm_1000_7 | 1005.076 | 1080.619 | 6.337 | 999.95
alarm_1000_8 |  |  |  | 
alarm_1000_9 | 13235.833 | 14269.676 | 46.192 | 13222.7
alarm_1000_10 | 7619.438 | 8426.872 | 36.108 | 7613.19
alarm_1000_11 | 12724.643 | 13624.442 | 44.565 | 12713.96
alarm_1000_12 | 22859.432 | 25167.240 | 93.174 | 22852.92
alarm_1000_13 | 9295.526 | 10061.017 | 34.058 | 9276.27
alarm_1000_14 | 979.976 | 1086.246 | 4.630 | 970.3
alarm_1000_15 | 7163.645 | 7906.364 | 34.720 | 7158.71
alarm_1000_16 | 2622.286 | 2849.250 | 8.757 | 2601.52
alarm_1000_17 | 21881.991 | 24056.829 | 85.005 | 21872.07
alarm_1000_18 | 45004.322 | 49177.780 | 170.576 | 44987.64
alarm_1000_19 | 64006.798 | 69101.579 | 227.190 | 63994.41
alarm_1000_20 | 865.595 | 980.568 | 4.188 | 861.79
alarm_10000_1 | 333.753 | 366.965 | 1.616 | 300.53
alarm_10000_2 | 129.733 | 138.909 | 0.583 | 104.51
alarm_10000_3 | 11885.559 | 12844.401 | 41.448 | 11853.32
alarm_10000_4 | 7595.482 | 8276.157 | 29.249 | 7564.13
alarm_10000_5 | 818.791 | 930.596 | 3.794 | 790.22
alarm_10000_6 | 3095.198 | 3428.095 | 13.922 | 3059.66
alarm_10000_7 | 2218.786 | 2395.711 | 8.107 | 2186.71
alarm_10000_8 | 32636.492 | 35202.927 | 110.377 | 32598.94
alarm_10000_9 | 408.209 | 448.764 | 2.092 | 385.57
alarm_10000_10 | 288.642 | 305.325 | 1.246 | 264.86
alarm_10000_11 | 706.309 | 755.142 | 3.049 | 674.31
alarm_10000_12 | 22532.485 | 24049.926 | 66.014 | 22493.2
alarm_10000_13 | 1016.311 | 1097.194 | 4.269 | 986.0
alarm_10000_14 | 297.050 | 310.502 | 1.170 | 262.72
alarm_10000_15 | 876.668 | 950.305 | 4.085 | 839.62
alarm_10000_16 | 369.793 | 401.351 | 1.457 | 344.62
alarm_10000_17 | 23509.960 | 25541.761 | 92.838 | 23476.33
alarm_10000_18 | 7391.035 | 7792.443 | 23.038 | 7348.89
alarm_10000_19 | 4215.095 | 4558.899 | 14.772 | 4184.91
alarm_10000_20 | 1335.328 | 1427.763 | 4.780 | 1305.42
hepar2_100_2 | 134.937 | 134.513 | 0.157 | 2.44
hepar2_100_3 | 20.319 | 20.341 | 0.145 | 3.4
hepar2_100_2 | 137.092 | 136.652 | 0.181 | 2.23
hepar2_100_4 | 239.576 | 238.950 | 0.174 | 0.95
hepar2_100_5 | 86.547 | 84.941 | 0.137 | 1.71
hepar2_100_6 | 185.621 | 184.865 | 0.168 | 0.38
hepar2_100_7 | 47.708 | 47.393 | 0.164 | 0.74
hepar2_100_8 |  |  |  | 
hepar2_100_9 | 652.524 | 655.241 | 0.748 | 102.29
hepar2_100_10 | 423.116 | 422.153 | 0.195 | 2.15
hepar2_100_1 | 2796.845 | 2792.977 | 0.261 | 9.48
hepar2_100_11 | 21.106 | 18.960 | 0.146 | 2.23
hepar2_100_12 | 52.037 | 50.873 | 0.169 | 8.41
hepar2_100_13 | 184.381 | 183.909 | 0.144 | 1.09
hepar2_100_14 |  |  |  | 
hepar2_100_15 | 212.027 | 211.554 | 0.153 | 0.34
hepar2_100_16 | 96.208 | 95.858 | 0.147 | 1.24
hepar2_100_17 | 503.984 | 502.613 | 0.178 | 1.57
hepar2_100_18 | 38.110 | 37.837 | 0.119 | 0.32
hepar2_100_19 |  |  |  | 
hepar2_100_20 | 26.414 | 26.045 | 0.146 | 0.39
hepar2_1000_1 | 594.578 | 592.450 | 0.210 | 0.35
hepar2_1000_2 | 1406.523 | 1395.434 | 0.360 | 0.2
hepar2_1000_3 | 454.512 | 447.498 | 6.166 | 0.25
hepar2_1000_4 | 2692.841 | 2679.066 | 0.578 | 0.24
hepar2_1000_5 | 3098.932 | 3093.249 | 0.479 | 0.19
hepar2_1000_6 | 3761.077 | 3742.815 | 0.484 | 0.17
hepar2_1000_7 | 322.109 | 318.715 | 0.170 | 0.3
hepar2_1000_8 | 644.279 | 639.653 | 0.246 | 0.12
hepar2_1000_9 | 952.357 | 946.784 | 0.113 | 0.16
hepar2_1000_10 | 403.797 | 401.035 | 0.119 | 0.23
hepar2_1000_11 | 3427.765 | 3421.417 | 0.370 | 0.31
hepar2_1000_12 | 708.482 | 701.072 | 0.181 | 0.37
hepar2_1000_13 | 187.223 | 186.629 | 0.162 | 0.28
hepar2_1000_14 | 725.724 | 724.260 | 0.135 | 0.16
hepar2_1000_15 | 561.859 | 558.759 | 0.187 | 0.11
hepar2_1000_16 | 683.942 | 681.901 | 0.137 | 0.17
hepar2_1000_17 | 1262.762 | 1257.281 | 0.259 | 0.32
hepar2_1000_18 | 720.980 | 719.728 | 0.128 | 0.43
hepar2_1000_19 | 957.458 | 955.673 | 0.172 | 0.33
hepar2_1000_20 | 15.910 | 15.444 | 0.149 | 0.13
hepar2_10000_1 | 243.391 | 239.695 | 0.346 | 1.47
hepar2_10000_2 | 296.900 | 285.748 | 0.192 | 1.73
hepar2_10000_3 | 269.577 | 268.575 | 0.255 | 0.71
hepar2_10000_4 | 180.970 | 180.136 | 0.207 | 0.98
hepar2_10000_5 | 237.021 | 235.883 | 0.217 | 0.62
hepar2_10000_6 | 273.366 | 268.336 | 0.214 | 1.67
hepar2_10000_7 | 209.829 | 208.912 | 0.231 | 1.09
hepar2_10000_8 | 153.750 | 153.073 | 0.214 | 1.48
hepar2_10000_9 | 151.113 | 150.366 | 0.259 | 1.22
hepar2_10000_10 | 286.990 | 283.092 | 0.212 | 0.92
hepar2_10000_12 | 266.571 | 265.754 | 0.191 | 1.05
hepar2_10000_11 | 190.681 | 190.777 | 0.200 | 1.05
hepar2_10000_13 | 253.112 | 252.282 | 0.216 | 1.38
hepar2_10000_14 | 313.220 | 312.165 | 0.197 | 1.87
hepar2_10000_15 | 223.494 | 219.945 | 0.181 | 1.35
hepar2_10000_16 | 185.314 | 184.359 | 0.236 | 0.8
hepar2_10000_17 | 217.212 | 213.842 | 0.188 | 0.88
hepar2_10000_18 | 268.630 | 267.740 | 0.192 | 1.47
hepar2_10000_19 | 145.492 | 144.815 | 0.188 | 0.7
hepar2_10000_20 | 292.608 | 291.726 | 0.213 | 1.29
andes_100_1 |  |  |  | 
andes_100_2 |  |  |  | 
andes_100_3 |  |  |  | 
andes_100_4 |  |  |  | 
andes_100_5 |  |  |  | 
andes_100_6 |  |  |  | 
andes_100_7 |  |  |  | 
andes_100_8 |  |  |  | 
andes_100_9 |  |  |  | 
andes_100_10 |  |  |  | 
andes_100_11 |  |  |  | 
andes_100_12 |  |  |  | 
andes_100_13 |  |  |  | 
andes_100_14 |  |  |  | 
andes_100_15 |  |  |  | 
andes_100_16 |  |  |  | 
andes_100_17 |  |  |  | 
andes_100_18 |  |  |  | 
andes_100_19 |  |  |  | 
andes_100_20 |  |  |  | 
andes_1000_1 | 3775.744 | 3768.807 | 0.631 | 4.48
andes_1000_2 | 875.550 | 872.601 | 0.684 | 2.01
andes_1000_3 | 3524.731 | 3517.694 | 0.573 | 1.36
andes_1000_4 | 4822.479 | 4813.922 | 0.598 | 3.15
andes_1000_5 | 1048.434 | 1045.855 | 0.589 | 1.27
andes_1000_6 | 4198.762 | 4191.012 | 0.535 | 0.95
andes_1000_7 | 1929.706 | 1925.025 | 0.659 | 1.11
andes_1000_8 | 2119.284 | 2114.746 | 0.586 | 1.36
andes_1000_9 | 2869.791 | 2863.546 | 0.613 | 1.91
andes_1000_10 | 9877.618 | 9861.728 | 0.665 | 2.2
andes_1000_11 | 1876.293 | 1871.748 | 0.541 | 2.58
andes_1000_12 | 39471.912 | 39402.459 | 1.084 | 1.32
andes_1000_13 | 6537.208 | 6526.543 | 0.611 | 2.34
andes_1000_14 | 1106.488 | 1103.128 | 0.613 | 1.68
andes_1000_15 | 826.160 | 823.960 | 0.574 | 1.29
andes_1000_16 | 1175.157 | 1172.029 | 0.605 | 1.18
andes_1000_17 | 1395.821 | 1392.622 | 0.623 | 3.74
andes_1000_18 |  |  |  | 
andes_1000_19 | 1524.941 | 1520.869 | 0.647 | 2.32
andes_1000_20 | 14244.592 | 14220.107 | 0.887 | 1.76
andes_10000_1 | 265.475 | 263.893 | 0.699 | 2.39
andes_10000_2 | 245.825 | 244.476 | 0.612 | 2.72
andes_10000_3 | 234.114 | 232.888 | 0.636 | 3.18
andes_10000_4 | 158.590 | 157.453 | 0.641 | 1.87
andes_10000_5 | 238.994 | 237.816 | 0.608 | 2.72
andes_10000_6 | 265.735 | 264.227 | 0.667 | 3.47
andes_10000_7 | 136.018 | 134.847 | 0.634 | 2.15
andes_10000_8 | 228.940 | 227.795 | 0.605 | 2.9
andes_10000_9 | 261.414 | 259.936 | 0.673 | 1.78
andes_10000_10 | 236.297 | 235.002 | 0.652 | 2.14
andes_10000_11 | 259.218 | 257.781 | 0.658 | 2.29
andes_10000_12 | 231.500 | 230.249 | 0.672 | 2.44
andes_10000_13 | 233.326 | 232.079 | 0.647 | 1.85
andes_10000_14 | 271.602 | 270.127 | 0.644 | 2.01
andes_10000_15 | 133.790 | 132.730 | 0.649 | 3.61
andes_10000_16 | 273.066 | 271.420 | 0.646 | 1.93
andes_10000_17 | 227.959 | 224.981 | 0.589 | 1.81
andes_10000_18 | 272.634 | 271.209 | 0.647 | 4.0
andes_10000_19 | 227.183 | 226.009 | 0.619 | 2.48
andes_10000_20 | 151.602 | 151.244 | 0.751 | 7.01
